Timestep,EcoregionID,EcoregionName,Flux,Mean,Lower,Upper
2025,7,Central Valley,NPP,35.6,22.4,48.4
2025,7,Central Valley,Rh,15,13.7,16.8
2025,8,SoCal Mtns.,LULCC,0.8,0.5,1.3
2025,8,SoCal Mtns.,NECB,1.8,-2,3.6
2025,8,SoCal Mtns.,NEP,2.6,-1.2,4.2
2025,8,SoCal Mtns.,NPP,8.2,4.3,10.2
2025,8,SoCal Mtns.,Rh,5.6,5.4,6
2025,9,East Cascades,LULCC,1.9,1.5,2.5
2025,9,East Cascades,NECB,0.7,-0.9,3
2025,9,East Cascades,NEP,2.6,1.2,4.9
2025,9,East Cascades,NPP,8.5,7,11
2025,9,East Cascades,Rh,5.9,5.7,6.2
2025,13,Central B&R,LULCC,0.3,0.2,0.4
2025,13,Central B&R,NECB,0.5,-0.2,0.9
2025,13,Central B&R,NEP,0.8,0.1,1.2
2025,13,Central B&R,NPP,2.5,1.7,2.9
2025,13,Central B&R,Rh,1.7,1.6,1.7
2025,14,Mojave B&R,LULCC,0.3,0.2,0.4
2025,14,Mojave B&R,NECB,1.6,-1.6,4
2025,14,Mojave B&R,NEP,1.9,-1.3,4.3
2025,14,Mojave B&R,NPP,7.3,4.1,9.7
2025,14,Mojave B&R,Rh,5.4,5,5.7
2025,78,Klamath Mtns.,LULCC,5.6,3.7,7.8
2025,78,Klamath Mtns.,NECB,0.2,-6,3.8
2025,78,Klamath Mtns.,NEP,5.8,-1.1,8.6
2025,78,Klamath Mtns.,NPP,25.5,17.4,29
2025,78,Klamath Mtns.,Rh,19.7,18.4,20.5
2025,80,Northern B&R,LULCC,0.2,0.2,0.3
2025,80,Northern B&R,NECB,0.2,-0,0.6
2025,80,Northern B&R,NEP,0.4,0.2,0.8
2025,80,Northern B&R,NPP,1.2,0.9,1.6
2025,80,Northern B&R,Rh,0.8,0.8,0.8
2025,81,Sonoran B&R,LULCC,0.8,0.4,1.3
2025,81,Sonoran B&R,NECB,0.5,-0.9,1.8
2025,81,Sonoran B&R,NEP,1.3,-0.5,3
2025,81,Sonoran B&R,NPP,2.8,1.1,4.6
2025,81,Sonoran B&R,Rh,1.5,1.4,1.7
2026,1,Coast Range,LULCC,2.6,1.8,3.5
2026,1,Coast Range,NECB,-0.1,-2.4,1.7
2026,1,Coast Range,NEP,2.5,0.2,4.2
2026,1,Coast Range,NPP,12.6,10,13.9
2026,1,Coast Range,Rh,10.1,8.9,10.9
2026,4,Cascades,LULCC,0.2,0.1,0.6
2026,4,Cascades,NECB,-0.1,-0.4,0.1
2026,4,Cascades,NEP,0.1,-0,0.3
2026,4,Cascades,NPP,0.9,0.7,1
2026,4,Cascades,Rh,0.7,0.6,0.8
2026,5,Sierra Nevada,LULCC,3.9,2.9,5.9
2026,5,Sierra Nevada,NECB,-0.9,-2.6,1.1
2026,5,Sierra Nevada,NEP,3.1,1.7,4.5
2026,5,Sierra Nevada,NPP,18.5,16.8,19.9
2026,5,Sierra Nevada,Rh,15.5,14.7,16.5
2026,6,Oak Woodlands,LULCC,6.8,5.6,8.1
2026,6,Oak Woodlands,NECB,4.4,-2.8,13.8
2026,6,Oak Woodlands,NEP,11.2,4.3,20.4
2026,6,Oak Woodlands,NPP,43.2,37.4,50.9
2026,6,Oak Woodlands,Rh,32,28.6,35.8
2026,7,Central Valley,LULCC,17.5,14.3,19.6
2026,7,Central Valley,NECB,1.1,-5.8,9.6
2026,7,Central Valley,NEP,18.5,12.5,28
2026,7,Central Valley,NPP,34.6,30.4,42.2
2026,7,Central Valley,Rh,16.1,13.3,19.1
2026,8,SoCal Mtns.,LULCC,0.8,0.5,1.2
2026,8,SoCal Mtns.,NECB,1.8,-0.9,5
2026,8,SoCal Mtns.,NEP,2.6,0,5.5
2026,8,SoCal Mtns.,NPP,8.3,5.7,10.7
2026,8,SoCal Mtns.,Rh,5.7,5.2,6.3
2026,9,East Cascades,LULCC,1.8,1.4,2.5
2026,9,East Cascades,NECB,-0.6,-2.3,1.4
2026,9,East Cascades,NEP,1.3,-0.5,3.3
2026,9,East Cascades,NPP,7.5,5.8,9.7
2026,9,East Cascades,Rh,6.3,5.7,6.8
2026,13,Central B&R,LULCC,0.3,0.2,0.5
2026,13,Central B&R,NECB,0.5,0,0.9
2026,13,Central B&R,NEP,0.8,0.3,1.2
2026,13,Central B&R,NPP,2.5,2.1,3
2026,13,Central B&R,Rh,1.8,1.6,1.9
2026,14,Mojave B&R,LULCC,0.3,0.2,0.4
2026,14,Mojave B&R,NECB,1.4,-1.2,6.2
2026,14,Mojave B&R,NEP,1.7,-1,6.5
2026,14,Mojave B&R,NPP,7.2,4.6,11.6
2026,14,Mojave B&R,Rh,5.5,5,6.2
2026,78,Klamath Mtns.,LULCC,5.1,3.5,7.5
2026,78,Klamath Mtns.,NECB,-0.9,-4.2,2.2
2026,78,Klamath Mtns.,NEP,4.2,0.1,6.9
2026,78,Klamath Mtns.,NPP,24.7,17.8,27.8
2026,78,Klamath Mtns.,Rh,20.5,17.7,22
2026,80,Northern B&R,LULCC,0.2,0.2,0.3
2026,80,Northern B&R,NECB,-0,-0.3,0.2
2026,80,Northern B&R,NEP,0.2,-0.1,0.4
2026,80,Northern B&R,NPP,1,0.7,1.4
2026,80,Northern B&R,Rh,0.9,0.8,1
2026,81,Sonoran B&R,LULCC,0.7,0.5,1
2026,81,Sonoran B&R,NECB,-0.1,-1.3,1.4
2026,81,Sonoran B&R,NEP,0.7,-0.7,2.3
2026,81,Sonoran B&R,NPP,2.2,1,3.7
2026,81,Sonoran B&R,Rh,1.6,1.4,1.7
2027,1,Coast Range,LULCC,2.6,1.8,3.6
2027,1,Coast Range,NECB,-0.8,-4.3,2
2027,1,Coast Range,NEP,1.8,-1.9,4.4
2027,1,Coast Range,NPP,11.5,7.3,14.5
2027,1,Coast Range,Rh,9.7,8.8,10.3
2027,4,Cascades,LULCC,0.3,0.1,0.9
2027,4,Cascades,NECB,-0.2,-1,0.1
2027,4,Cascades,NEP,0.1,-0.1,0.3
2027,4,Cascades,NPP,0.8,0.6,1.1
2027,4,Cascades,Rh,0.7,0.6,0.8
2027,5,Sierra Nevada,LULCC,4.2,2.9,8.2
2027,5,Sierra Nevada,NECB,-3,-13.1,1.9
2027,5,Sierra Nevada,NEP,1.2,-4.9,5.3
2027,5,Sierra Nevada,NPP,15.8,9.9,20.7
2027,5,Sierra Nevada,Rh,14.6,13.6,15.6
2027,6,Oak Woodlands,LULCC,6.6,4.9,8.3
2027,6,Oak Woodlands,NECB,-4,-25.2,14.7
2027,6,Oak Woodlands,NEP,2.5,-18.6,21.2
2027,6,Oak Woodlands,NPP,33.2,12.8,50.7
2027,6,Oak Woodlands,Rh,30.7,29,32.9
2027,7,Central Valley,LULCC,14.8,8.8,19.9
2027,7,Central Valley,NECB,-3.8,-16.8,8.9
2027,7,Central Valley,NEP,11,-7,26.9
2027,7,Central Valley,NPP,26.2,8.6,40.4
2027,7,Central Valley,Rh,15.2,13.4,16.8
2027,8,SoCal Mtns.,LULCC,0.8,0.5,1.2
2027,8,SoCal Mtns.,NECB,-0.5,-5.2,3.3
2027,8,SoCal Mtns.,NEP,0.2,-4.2,3.9
2027,8,SoCal Mtns.,NPP,5.8,1.5,9.3
2027,8,SoCal Mtns.,Rh,5.5,5,5.9
2027,9,East Cascades,LULCC,1.9,1.4,3.3
2027,9,East Cascades,NECB,-1.3,-4,1.8
2027,9,East Cascades,NEP,0.6,-0.8,3.7
2027,9,East Cascades,NPP,6.5,4.8,10
2027,9,East Cascades,Rh,5.9,5.4,6.7
2027,13,Central B&R,LULCC,0.3,0.2,0.6
2027,13,Central B&R,NECB,-0.1,-1.4,1
2027,13,Central B&R,NEP,0.2,-0.9,1.3
2027,13,Central B&R,NPP,1.9,0.7,2.9
2027,13,Central B&R,Rh,1.7,1.6,1.8
2027,14,Mojave B&R,LULCC,0.3,0.2,0.5
2027,14,Mojave B&R,NECB,-0.6,-3.6,4.3
2027,14,Mojave B&R,NEP,-0.3,-3.4,4.7
2027,14,Mojave B&R,NPP,5,1.6,10.3
2027,14,Mojave B&R,Rh,5.3,4.8,5.9
2027,78,Klamath Mtns.,LULCC,5.2,3.4,7.6
2027,78,Klamath Mtns.,NECB,-1.4,-5.6,2.5
2027,78,Klamath Mtns.,NEP,3.7,-0.5,7.4
2027,78,Klamath Mtns.,NPP,23.4,17.7,27.8
2027,78,Klamath Mtns.,Rh,19.6,17.4,21.4
2027,80,Northern B&R,LULCC,0.2,0.1,0.3
2027,80,Northern B&R,NECB,-0.2,-0.4,0.3
2027,80,Northern B&R,NEP,0,-0.2,0.6
2027,80,Northern B&R,NPP,0.8,0.6,1.4
2027,80,Northern B&R,Rh,0.8,0.7,0.9
2027,81,Sonoran B&R,LULCC,0.7,0.4,1.1
2027,81,Sonoran B&R,NECB,-0.3,-1.2,1.4
2027,81,Sonoran B&R,NEP,0.4,-0.8,2.5
2027,81,Sonoran B&R,NPP,1.9,0.6,4.2
2027,81,Sonoran B&R,Rh,1.5,1.3,1.8
2028,1,Coast Range,LULCC,2.6,1.8,3.6
2028,1,Coast Range,NECB,-0.7,-3.2,2.2
2028,1,Coast Range,NEP,1.9,-1,4.8
2028,1,Coast Range,NPP,11.5,8.4,14.1
2028,1,Coast Range,Rh,9.6,8.7,10.4
2028,4,Cascades,LULCC,0.2,0.1,0.6
2028,4,Cascades,NECB,-0.1,-0.5,0.1
2028,4,Cascades,NEP,0.2,-0,0.3
2028,4,Cascades,NPP,0.8,0.6,1
2028,4,Cascades,Rh,0.7,0.6,0.8
2028,5,Sierra Nevada,LULCC,3.8,2.8,5.1
2028,5,Sierra Nevada,NECB,-2.2,-4.5,2
2028,5,Sierra Nevada,NEP,1.7,-0.1,5.7
2028,5,Sierra Nevada,NPP,16.3,13.5,19.8
2028,5,Sierra Nevada,Rh,14.6,13.2,15.4
2028,6,Oak Woodlands,LULCC,6.3,4.9,8.2
2028,6,Oak Woodlands,NECB,-4.1,-13.4,14.3
2028,6,Oak Woodlands,NEP,2.2,-6.5,21.4
2028,6,Oak Woodlands,NPP,32.6,26,51.6
2028,6,Oak Woodlands,Rh,30.4,26.4,34
2028,7,Central Valley,LULCC,14.1,10.6,20.5
2028,7,Central Valley,NECB,-2.6,-10.5,8.4
2028,7,Central Valley,NEP,11.4,3.9,27.6
2028,7,Central Valley,NPP,26.1,20.5,42.4
2028,7,Central Valley,Rh,14.6,11.9,17.2
2028,8,SoCal Mtns.,LULCC,0.7,0.5,1.2
2028,8,SoCal Mtns.,NECB,-0.9,-2.5,3.1
2028,8,SoCal Mtns.,NEP,-0.2,-1.6,3.8
2028,8,SoCal Mtns.,NPP,5.4,4.3,9.4
2028,8,SoCal Mtns.,Rh,5.6,5,6.2
2028,9,East Cascades,LULCC,1.8,1.4,2.6
2028,9,East Cascades,NECB,-0.6,-1.9,0.9
2028,9,East Cascades,NEP,1.3,0.1,2.6
2028,9,East Cascades,NPP,7,5.9,8.4
2028,9,East Cascades,Rh,5.8,5.1,6.2
2028,13,Central B&R,LULCC,0.3,0.2,0.5
2028,13,Central B&R,NECB,-0.2,-0.9,1.1
2028,13,Central B&R,NEP,0.1,-0.6,1.4
2028,13,Central B&R,NPP,1.8,1.1,3.1
2028,13,Central B&R,Rh,1.7,1.5,1.8
2028,14,Mojave B&R,LULCC,0.3,0.2,0.5
2028,14,Mojave B&R,NECB,-1.1,-3.1,4.6
2028,14,Mojave B&R,NEP,-0.8,-2.9,5
2028,14,Mojave B&R,NPP,4.6,2.6,10.4
2028,14,Mojave B&R,Rh,5.4,4.8,6.1
2028,78,Klamath Mtns.,LULCC,5.1,3.3,7.1
2028,78,Klamath Mtns.,NECB,-1,-5.3,3.1
2028,78,Klamath Mtns.,NEP,4.1,-1.7,8.1
2028,78,Klamath Mtns.,NPP,23.6,16.2,27.3
2028,78,Klamath Mtns.,Rh,19.5,17.2,21.2
2028,80,Northern B&R,LULCC,0.2,0.1,0.3
2028,80,Northern B&R,NECB,-0,-0.4,0.3
2028,80,Northern B&R,NEP,0.2,-0.2,0.5
2028,80,Northern B&R,NPP,0.9,0.6,1.3
2028,80,Northern B&R,Rh,0.8,0.7,0.8
2028,81,Sonoran B&R,LULCC,0.6,0.3,1.3
2028,81,Sonoran B&R,NECB,-0.2,-0.9,1.4
2028,81,Sonoran B&R,NEP,0.4,-0.5,2.7
2028,81,Sonoran B&R,NPP,2,0.8,4.4
2028,81,Sonoran B&R,Rh,1.5,1.3,1.8
2029,1,Coast Range,LULCC,2.6,1.7,3.4
2029,1,Coast Range,NECB,-0.5,-4,2.7
2029,1,Coast Range,NEP,2,-1.6,5.1
2029,1,Coast Range,NPP,11.7,7.7,14.9
2029,1,Coast Range,Rh,9.7,8.7,10.3
2029,4,Cascades,LULCC,0.2,0.1,0.5
2029,4,Cascades,NECB,-0.1,-0.6,0.2
2029,4,Cascades,NEP,0.1,-0.2,0.4
2029,4,Cascades,NPP,0.8,0.5,1.1
2029,4,Cascades,Rh,0.7,0.6,0.8
2029,5,Sierra Nevada,LULCC,3.8,2.8,5.2
2029,5,Sierra Nevada,NECB,-1.7,-6.3,3.5
2029,5,Sierra Nevada,NEP,2.1,-2.3,7.2
2029,5,Sierra Nevada,NPP,16.9,12.1,22.2
2029,5,Sierra Nevada,Rh,14.8,13.5,15.4
2029,6,Oak Woodlands,LULCC,6.6,5,8.6
2029,6,Oak Woodlands,NECB,1.7,-12.7,20.6
2029,6,Oak Woodlands,NEP,8.2,-6.7,27.3
2029,6,Oak Woodlands,NPP,38.5,23.8,57
2029,6,Oak Woodlands,Rh,30.3,26.8,32.8
2029,7,Central Valley,LULCC,15.2,10.8,22.5
2029,7,Central Valley,NECB,1,-8.9,13.5
2029,7,Central Valley,NEP,16.2,3.2,33
2029,7,Central Valley,NPP,30.5,18.1,47.1
2029,7,Central Valley,Rh,14.3,12,16.7
2029,8,SoCal Mtns.,LULCC,0.8,0.5,1.4
2029,8,SoCal Mtns.,NECB,0.5,-2.8,3.1
2029,8,SoCal Mtns.,NEP,1.3,-1.7,3.7
2029,8,SoCal Mtns.,NPP,7,4,9.3
2029,8,SoCal Mtns.,Rh,5.6,5.1,6
2029,9,East Cascades,LULCC,1.9,1.3,2.7
2029,9,East Cascades,NECB,-0.7,-3.3,3
2029,9,East Cascades,NEP,1.2,-1.6,4.9
2029,9,East Cascades,NPP,7.1,4,10.9
2029,9,East Cascades,Rh,5.9,5.1,6.2
2029,13,Central B&R,LULCC,0.3,0.2,0.5
2029,13,Central B&R,NECB,0.1,-0.8,1.2
2029,13,Central B&R,NEP,0.4,-0.4,1.5
2029,13,Central B&R,NPP,2.1,1.2,3.2
2029,13,Central B&R,Rh,1.7,1.5,1.8
2029,14,Mojave B&R,LULCC,0.3,0.2,0.5
2029,14,Mojave B&R,NECB,0.1,-2.6,2.7
2029,14,Mojave B&R,NEP,0.4,-2.3,3
2029,14,Mojave B&R,NPP,5.8,2.9,8.8
2029,14,Mojave B&R,Rh,5.4,4.7,5.8
2029,78,Klamath Mtns.,LULCC,5.1,3.3,7
2029,78,Klamath Mtns.,NECB,-1.5,-7.3,4
2029,78,Klamath Mtns.,NEP,3.6,-2.4,9.2
2029,78,Klamath Mtns.,NPP,23.4,15.8,30.1
2029,78,Klamath Mtns.,Rh,19.8,17.1,21
2029,80,Northern B&R,LULCC,0.2,0.1,0.3
2029,80,Northern B&R,NECB,-0,-0.5,0.6
2029,80,Northern B&R,NEP,0.2,-0.3,0.9
2029,80,Northern B&R,NPP,1,0.5,1.7
2029,80,Northern B&R,Rh,0.8,0.7,0.9
2029,81,Sonoran B&R,LULCC,0.6,0.4,1
2029,81,Sonoran B&R,NECB,-0.3,-1,0.9
2029,81,Sonoran B&R,NEP,0.3,-0.6,1.7
2029,81,Sonoran B&R,NPP,1.8,0.9,3.2
2029,81,Sonoran B&R,Rh,1.5,1.3,1.8
2030,1,Coast Range,LULCC,2.7,1.8,3.5
2030,1,Coast Range,NECB,-0.1,-4.1,2
2030,1,Coast Range,NEP,2.5,-1.5,4.3
2030,1,Coast Range,NPP,12.3,8.8,14.7
2030,1,Coast Range,Rh,9.8,8.8,10.8
2030,4,Cascades,LULCC,0.2,0.1,0.6
2030,4,Cascades,NECB,-0.1,-0.4,0.1
2030,4,Cascades,NEP,0.2,-0,0.3
2030,4,Cascades,NPP,0.9,0.7,1
2030,4,Cascades,Rh,0.7,0.6,0.8
2030,5,Sierra Nevada,LULCC,3.9,2.9,5
2030,5,Sierra Nevada,NECB,-0.5,-6.9,2.9
2030,5,Sierra Nevada,NEP,3.4,-2.6,6.4
2030,5,Sierra Nevada,NPP,18.4,13,21
2030,5,Sierra Nevada,Rh,15,14,16.4
2030,6,Oak Woodlands,LULCC,6.7,5.1,8.4
2030,6,Oak Woodlands,NECB,2.9,-19.1,15.7
2030,6,Oak Woodlands,NEP,9.6,-12.9,22.6
2030,6,Oak Woodlands,NPP,40.8,20.3,56.2
2030,6,Oak Woodlands,Rh,31.2,28.8,35.8
2030,7,Central Valley,LULCC,16.5,10.1,23.7
2030,7,Central Valley,NECB,2.8,-8.6,9.3
2030,7,Central Valley,NEP,19.3,2.6,30.6
2030,7,Central Valley,NPP,34,17.3,49.4
2030,7,Central Valley,Rh,14.7,12.8,18.8
2030,8,SoCal Mtns.,LULCC,0.8,0.5,1.3
2030,8,SoCal Mtns.,NECB,0.9,-3.3,4.5
2030,8,SoCal Mtns.,NEP,1.7,-2.5,5.2
2030,8,SoCal Mtns.,NPP,7.5,3.7,11
2030,8,SoCal Mtns.,Rh,5.8,5.4,6.3
2030,9,East Cascades,LULCC,1.9,1.4,2.5
2030,9,East Cascades,NECB,0.4,-1.7,1.7
2030,9,East Cascades,NEP,2.3,0.4,3.7
2030,9,East Cascades,NPP,8.1,6.5,10.3
2030,9,East Cascades,Rh,5.9,5.2,6.6
2030,13,Central B&R,LULCC,0.3,0.2,0.5
2030,13,Central B&R,NECB,0.5,-0.5,1.5
2030,13,Central B&R,NEP,0.8,-0.3,1.8
2030,13,Central B&R,NPP,2.5,1.5,3.4
2030,13,Central B&R,Rh,1.7,1.6,2
2030,14,Mojave B&R,LULCC,0.3,0.2,0.5
2030,14,Mojave B&R,NECB,1.4,-2.1,4.4
2030,14,Mojave B&R,NEP,1.7,-1.8,4.8
2030,14,Mojave B&R,NPP,7.3,4.2,10.5
2030,14,Mojave B&R,Rh,5.6,4.9,6.3
2030,78,Klamath Mtns.,LULCC,5.1,3.5,7
2030,78,Klamath Mtns.,NECB,-0.2,-4.7,3.2
2030,78,Klamath Mtns.,NEP,4.9,0.3,8.2
2030,78,Klamath Mtns.,NPP,25,19.5,28.9
2030,78,Klamath Mtns.,Rh,20,17.5,21.9
2030,80,Northern B&R,LULCC,0.2,0.2,0.3
2030,80,Northern B&R,NECB,0.1,-0.2,0.3
2030,80,Northern B&R,NEP,0.3,0,0.6
2030,80,Northern B&R,NPP,1.1,0.9,1.5
2030,80,Northern B&R,Rh,0.8,0.7,1
2030,81,Sonoran B&R,LULCC,0.7,0.5,1
2030,81,Sonoran B&R,NECB,0.2,-0.9,0.7
2030,81,Sonoran B&R,NEP,0.9,-0.3,1.4
2030,81,Sonoran B&R,NPP,2.4,1.3,3.2
2030,81,Sonoran B&R,Rh,1.5,1.3,1.9
2031,1,Coast Range,LULCC,2.7,1.8,3.5
2031,1,Coast Range,NECB,-0.8,-4.1,1.5
2031,1,Coast Range,NEP,1.9,-1.4,4
2031,1,Coast Range,NPP,11.8,8.6,14.4
2031,1,Coast Range,Rh,9.9,8.5,10.7
2031,4,Cascades,LULCC,0.2,0.1,0.5
2031,4,Cascades,NECB,-0.1,-0.3,0.1
2031,4,Cascades,NEP,0.1,-0,0.3
2031,4,Cascades,NPP,0.8,0.7,1
2031,4,Cascades,Rh,0.7,0.6,0.8
2031,5,Sierra Nevada,LULCC,3.9,2.8,5.3
2031,5,Sierra Nevada,NECB,-1.6,-4.2,1.3
2031,5,Sierra Nevada,NEP,2.3,-0.5,4.8
2031,5,Sierra Nevada,NPP,17.5,14.3,20.6
2031,5,Sierra Nevada,Rh,15.1,14.3,15.8
2031,6,Oak Woodlands,LULCC,6.6,5.1,8.5
2031,6,Oak Woodlands,NECB,-1.7,-10.5,10.3
2031,6,Oak Woodlands,NEP,5,-4,17.7
2031,6,Oak Woodlands,NPP,36.5,26,53.1
2031,6,Oak Woodlands,Rh,31.6,29.6,35.4
2031,7,Central Valley,LULCC,15.6,10.8,22.6
2031,7,Central Valley,NECB,-1.2,-8.8,5.3
2031,7,Central Valley,NEP,14.4,6.2,25.3
2031,7,Central Valley,NPP,29.7,20.8,44.3
2031,7,Central Valley,Rh,15.3,13.3,19.1
2031,8,SoCal Mtns.,LULCC,0.8,0.5,1.3
2031,8,SoCal Mtns.,NECB,0,-2.4,2.9
2031,8,SoCal Mtns.,NEP,0.8,-1.5,3.6
2031,8,SoCal Mtns.,NPP,6.7,4.5,9.7
2031,8,SoCal Mtns.,Rh,5.8,5.4,6.2
2031,9,East Cascades,LULCC,1.9,1.3,2.7
2031,9,East Cascades,NECB,-0.5,-2.1,1.9
2031,9,East Cascades,NEP,1.4,-0.4,3.9
2031,9,East Cascades,NPP,7.4,5.6,10.3
2031,9,East Cascades,Rh,6,5.5,6.4
2031,13,Central B&R,LULCC,0.3,0.2,0.6
2031,13,Central B&R,NECB,-0.1,-0.7,1.2
2031,13,Central B&R,NEP,0.2,-0.3,1.4
2031,13,Central B&R,NPP,2,1.4,3.2
2031,13,Central B&R,Rh,1.8,1.6,1.9
2031,14,Mojave B&R,LULCC,0.3,0.2,0.5
2031,14,Mojave B&R,NECB,-0,-3.1,5.2
2031,14,Mojave B&R,NEP,0.3,-2.8,5.6
2031,14,Mojave B&R,NPP,5.9,2.8,11.3
2031,14,Mojave B&R,Rh,5.6,5.1,6.2
2031,78,Klamath Mtns.,LULCC,5.1,3.4,7.2
2031,78,Klamath Mtns.,NECB,-1.1,-5.9,2.5
2031,78,Klamath Mtns.,NEP,4.1,-0.4,7.4
2031,78,Klamath Mtns.,NPP,24.2,18.8,28.3
2031,78,Klamath Mtns.,Rh,20.1,16.9,21.5
2031,80,Northern B&R,LULCC,0.2,0.2,0.3
2031,80,Northern B&R,NECB,-0.1,-0.3,0.2
2031,80,Northern B&R,NEP,0.2,-0,0.5
2031,80,Northern B&R,NPP,1,0.8,1.4
2031,80,Northern B&R,Rh,0.8,0.8,0.9
2031,81,Sonoran B&R,LULCC,0.7,0.4,1.3
2031,81,Sonoran B&R,NECB,-0,-1.2,2.1
2031,81,Sonoran B&R,NEP,0.7,-0.7,3.4
2031,81,Sonoran B&R,NPP,2.3,0.8,5
2031,81,Sonoran B&R,Rh,1.6,1.4,1.9
2032,1,Coast Range,LULCC,2.6,1.7,3.5
2032,1,Coast Range,NECB,0.1,-2.4,2.2
2032,1,Coast Range,NEP,2.7,0.4,4.5
2032,1,Coast Range,NPP,12.5,9.7,14.8
2032,1,Coast Range,Rh,9.8,8.8,10.5
2032,4,Cascades,LULCC,0.2,0.1,0.4
2032,4,Cascades,NECB,-0,-0.3,0.2
2032,4,Cascades,NEP,0.2,0,0.3
2032,4,Cascades,NPP,0.9,0.7,1
2032,4,Cascades,Rh,0.7,0.6,0.8
2032,5,Sierra Nevada,LULCC,3.7,2.7,4.9
2032,5,Sierra Nevada,NECB,0.5,-4,3.3
2032,5,Sierra Nevada,NEP,4.2,-0.3,6.7
2032,5,Sierra Nevada,NPP,18.8,14.7,21
2032,5,Sierra Nevada,Rh,14.6,13.8,16.1
2032,6,Oak Woodlands,LULCC,6.8,5.1,8.7
2032,6,Oak Woodlands,NECB,5.8,-17.7,20
2032,6,Oak Woodlands,NEP,12.6,-11.5,26.7
2032,6,Oak Woodlands,NPP,43.4,20.9,56.7
2032,6,Oak Woodlands,Rh,30.8,27.5,33.7
2032,7,Central Valley,LULCC,17.2,11.5,24
2032,7,Central Valley,NECB,4,-12,10.4
2032,7,Central Valley,NEP,21.2,0.7,32.2
2032,7,Central Valley,NPP,36,16.8,49.6
2032,7,Central Valley,Rh,14.8,12.3,17.5
2032,8,SoCal Mtns.,LULCC,0.8,0.5,1.2
2032,8,SoCal Mtns.,NECB,1.2,-4,4.7
2032,8,SoCal Mtns.,NEP,2,-3.2,5.3
2032,8,SoCal Mtns.,NPP,7.6,2.7,10.8
2032,8,SoCal Mtns.,Rh,5.6,5.2,6.1
2032,9,East Cascades,LULCC,1.8,1.4,2.5
2032,9,East Cascades,NECB,0.1,-1.6,2.3
2032,9,East Cascades,NEP,2,0.2,4
2032,9,East Cascades,NPP,7.8,5.8,9.8
2032,9,East Cascades,Rh,5.8,5.5,6.4
2032,13,Central B&R,LULCC,0.3,0.2,0.5
2032,13,Central B&R,NECB,0.6,-0.7,1.3
2032,13,Central B&R,NEP,0.9,-0.4,1.6
2032,13,Central B&R,NPP,2.5,1.4,3.3
2032,13,Central B&R,Rh,1.7,1.6,1.8
2032,14,Mojave B&R,LULCC,0.3,0.2,0.6
2032,14,Mojave B&R,NECB,0.5,-4.1,5.4
2032,14,Mojave B&R,NEP,0.8,-3.9,5.8
2032,14,Mojave B&R,NPP,6.3,1.9,10.9
2032,14,Mojave B&R,Rh,5.4,4.9,5.9
2032,78,Klamath Mtns.,LULCC,5,3.4,7
2032,78,Klamath Mtns.,NECB,0.2,-4.2,3.7
2032,78,Klamath Mtns.,NEP,5.1,0.7,8.5
2032,78,Klamath Mtns.,NPP,25.1,19.7,28.6
2032,78,Klamath Mtns.,Rh,19.9,17.4,22
2032,80,Northern B&R,LULCC,0.2,0.2,0.3
2032,80,Northern B&R,NECB,0.1,-0.1,0.4
2032,80,Northern B&R,NEP,0.3,0.1,0.7
2032,80,Northern B&R,NPP,1.1,0.9,1.5
2032,80,Northern B&R,Rh,0.8,0.8,0.9
2032,81,Sonoran B&R,LULCC,0.8,0.5,1.3
2032,81,Sonoran B&R,NECB,0.1,-1.7,2.6
2032,81,Sonoran B&R,NEP,0.8,-1.2,3.9
2032,81,Sonoran B&R,NPP,2.4,0.6,5.2
2032,81,Sonoran B&R,Rh,1.5,1.3,1.8
2033,1,Coast Range,LULCC,2.6,1.8,3.5
2033,1,Coast Range,NECB,-1.1,-3.2,1.8
2033,1,Coast Range,NEP,1.5,-0.2,4.5
2033,1,Coast Range,NPP,11.4,9.1,14.3
2033,1,Coast Range,Rh,9.8,8.9,10.8
2033,4,Cascades,LULCC,0.2,0.1,0.4
2033,4,Cascades,NECB,-0.1,-0.4,0.2
2033,4,Cascades,NEP,0.1,-0.1,0.3
2033,4,Cascades,NPP,0.8,0.6,1.1
2033,4,Cascades,Rh,0.7,0.6,0.8
2033,5,Sierra Nevada,LULCC,3.7,2.8,5
2033,5,Sierra Nevada,NECB,-1.6,-5.3,3
2033,5,Sierra Nevada,NEP,2,-1.1,6.5
2033,5,Sierra Nevada,NPP,17.1,13.2,21.2
2033,5,Sierra Nevada,Rh,15.1,14,16.8
2033,6,Oak Woodlands,LULCC,6.5,4.9,8.9
2033,6,Oak Woodlands,NECB,-2.6,-12.8,15
2033,6,Oak Woodlands,NEP,4,-6.2,22
2033,6,Oak Woodlands,NPP,35.3,22.5,53
2033,6,Oak Woodlands,Rh,31.3,27.9,38
2033,7,Central Valley,LULCC,15.4,11,22.9
2033,7,Central Valley,NECB,-2,-10.6,6.6
2033,7,Central Valley,NEP,13.4,2.3,25.2
2033,7,Central Valley,NPP,28.7,17.4,45.1
2033,7,Central Valley,Rh,15.3,13,20.5
2033,8,SoCal Mtns.,LULCC,0.8,0.5,1.4
2033,8,SoCal Mtns.,NECB,-0.1,-2.9,4.3
2033,8,SoCal Mtns.,NEP,0.7,-1.9,5
2033,8,SoCal Mtns.,NPP,6.4,3.2,10.4
