Timestep,EcoregionID,EcoregionName,LULC,Mean,Lower,Upper
2030,13,Central B&R,Water,226,226,226
2030,13,Central B&R,Wetland,78.51625,78,80
2030,14,Mojave B&R,Agriculture,352.27375,282,422.0250000000001
2030,14,Mojave B&R,Barren,7493,7493,7493
2030,14,Mojave B&R,Developed,1585.3996875,1480,1674
2030,14,Mojave B&R,Forest,4582.3821875,4566,4596
2030,14,Mojave B&R,Grassland,867.250625,802,919
2030,14,Mojave B&R,Shrubland,61555.320625,61474,61648.025
2030,14,Mojave B&R,Water,40,40,40
2030,14,Mojave B&R,Wetland,43.373125,41,46
2030,78,Klamath Mtns.,Agriculture,528.124375,469,604
2030,78,Klamath Mtns.,Barren,67,67,67
2030,78,Klamath Mtns.,Developed,407.291875,400,425
2030,78,Klamath Mtns.,Forest,28848.56125,28822,28870
2030,78,Klamath Mtns.,Grassland,1380.49,1340,1414
2030,78,Klamath Mtns.,Shrubland,1524.9615625,1511,1537
2030,78,Klamath Mtns.,SnowIce,12,12,12
2030,78,Klamath Mtns.,Water,124,124,124
2030,78,Klamath Mtns.,Wetland,38.5709375,35,42
2030,80,Northern B&R,Agriculture,372.28875,351,396.0250000000001
2030,80,Northern B&R,Barren,414,414,414
2030,80,Northern B&R,Developed,54.525,54,57
2030,80,Northern B&R,Forest,1700.72375,1694,1708
2030,80,Northern B&R,Grassland,163.5890625,158,169
2030,80,Northern B&R,Shrubland,3342.1615625,3329,3354
2030,80,Northern B&R,Water,303,303,303
2030,80,Northern B&R,Wetland,54.711875,47,62
2030,81,Sonoran B&R,Agriculture,2697.334375,2541,2775
2030,81,Sonoran B&R,Barren,5807,5807,5807
2030,81,Sonoran B&R,Developed,945.7959375,900,997
2030,81,Sonoran B&R,Forest,212.6559375,206,222
2030,81,Sonoran B&R,Grassland,278.9740625,274,283
2030,81,Sonoran B&R,Shrubland,17208.32875,17120,17371
2030,81,Sonoran B&R,Water,1048,1048,1048
2030,81,Sonoran B&R,Wetland,82.9109375,74,100
2031,1,Coast Range,Agriculture,264.0259375,251,284
2031,1,Coast Range,Barren,58,58,58
2031,1,Coast Range,Developed,775.01125,734,816
2031,1,Coast Range,Forest,11195.2915625,11154,11231
2031,1,Coast Range,Grassland,766.9871875,752,779
2031,1,Coast Range,Shrubland,286.159375,281,291
2031,1,Coast Range,Water,3499,3499,3499
2031,1,Coast Range,Wetland,111.5246875,109,113
2031,4,Cascades,Agriculture,10.6740625,6,16
2031,4,Cascades,Barren,76,76,76
2031,4,Cascades,Developed,42.604375,37,56
2031,4,Cascades,Forest,1285.2325,1275,1291
2031,4,Cascades,Grassland,9.625625,8,11
2031,4,Cascades,Shrubland,42.8634375,42,44
2031,4,Cascades,SnowIce,6,6,6
2031,4,Cascades,Water,1,1,1
2031,4,Cascades,Wetland,3,3,3
2031,5,Sierra Nevada,Agriculture,137.9578125,124,167
2031,5,Sierra Nevada,Barren,3045,3045,3045
2031,5,Sierra Nevada,Developed,721.1121875,698,761
2031,5,Sierra Nevada,Forest,42958.609375,42920,42986
2031,5,Sierra Nevada,Grassland,884.3396875,881,887
2031,5,Sierra Nevada,Shrubland,3107.60375,3104,3110
2031,5,Sierra Nevada,SnowIce,10,10,10
2031,5,Sierra Nevada,Water,818,818,818
2031,5,Sierra Nevada,Wetland,161.3771875,161,162
2031,6,Oak Woodlands,Agriculture,6413.270625,5990,7165.0250000000005
2031,6,Oak Woodlands,Barren,1296,1296,1296
2031,6,Oak Woodlands,Developed,17714.044375,17270.95,18184.025
2031,6,Oak Woodlands,Forest,35556.25125,35231.975000000006,35782
2031,6,Oak Woodlands,Grassland,28030.1584375,27411,28448
2031,6,Oak Woodlands,Shrubland,10151.2596875,9926,10333
2031,6,Oak Woodlands,Water,11315,11315,11315
2031,6,Oak Woodlands,Wetland,863.015625,816,900
2031,7,Central Valley,Agriculture,31474.54625,31078,32023
2031,7,Central Valley,Barren,305,305,305
2031,7,Central Valley,Developed,5216.2084375,4986,5469
2031,7,Central Valley,Forest,317.483125,294,342
2031,7,Central Valley,Grassland,7188.775,6628.975,7603
2031,7,Central Valley,Shrubland,152.89,137,174
2031,7,Central Valley,Water,431,431,431
2031,7,Central Valley,Wetland,1007.0971875,944,1070
2031,8,SoCal Mtns.,Agriculture,108.7209375,84,146
2031,8,SoCal Mtns.,Barren,148,148,148
2031,8,SoCal Mtns.,Developed,942.105625,889,1e3
2031,8,SoCal Mtns.,Forest,11682.123125,11643,11713
2031,8,SoCal Mtns.,Grassland,1765.5578125,1740,1788
2031,8,SoCal Mtns.,Shrubland,3156.716875,3123,3183
2031,8,SoCal Mtns.,Water,316,316,316
2031,8,SoCal Mtns.,Wetland,70.775625,67,75
2031,9,East Cascades,Agriculture,1597.2015625,1553,1643
2031,9,East Cascades,Barren,169,169,169
2031,9,East Cascades,Developed,203.5334375,199,212
2031,9,East Cascades,Forest,12180.5953125,12159,12202
2031,9,East Cascades,Grassland,2818.8340625,2786,2847
2031,9,East Cascades,Shrubland,2983.7690625,2968,2999.025
2031,9,East Cascades,Water,534,534,534
2031,9,East Cascades,Wetland,169.0665625,161,179
2031,13,Central B&R,Agriculture,211.3784375,181,248
2031,13,Central B&R,Barren,277,277,277
2031,13,Central B&R,Developed,124.5603125,123,128
2031,13,Central B&R,Forest,4664.4309375,4654,4673
2031,13,Central B&R,Grassland,511.488125,499,522
2031,13,Central B&R,Shrubland,7027.631875,7015,7041
2031,13,Central B&R,Water,226,226,226
2031,13,Central B&R,Wetland,78.5103125,78,80
2031,14,Mojave B&R,Agriculture,353.8796875,282,427
2031,14,Mojave B&R,Barren,7493,7493,7493
2031,14,Mojave B&R,Developed,1599.72375,1491,1696
2031,14,Mojave B&R,Forest,4581.095625,4564,4596
2031,14,Mojave B&R,Grassland,864.9103125,797,918
2031,14,Mojave B&R,Shrubland,61543.0753125,61456,61641
2031,14,Mojave B&R,Water,40,40,40
2031,14,Mojave B&R,Wetland,43.3153125,41,46
2031,78,Klamath Mtns.,Agriculture,529.7578125,469,608
2031,78,Klamath Mtns.,Barren,67,67,67
2031,78,Klamath Mtns.,Developed,407.53,400,426
2031,78,Klamath Mtns.,Forest,28847.9703125,28820,28870
2031,78,Klamath Mtns.,Grassland,1379.539375,1337,1414
2031,78,Klamath Mtns.,Shrubland,1524.6559375,1510.975,1537
2031,78,Klamath Mtns.,SnowIce,12,12,12
2031,78,Klamath Mtns.,Water,124,124,124
2031,78,Klamath Mtns.,Wetland,38.5465625,35,42
2031,80,Northern B&R,Agriculture,372.519375,351,398
2031,80,Northern B&R,Barren,414,414,414
2031,80,Northern B&R,Developed,54.533125,54,57
2031,80,Northern B&R,Forest,1700.7303125,1693.975,1708
2031,80,Northern B&R,Grassland,163.549375,158,169
2031,80,Northern B&R,Shrubland,3342.0490625,3328,3355
2031,80,Northern B&R,Water,303,303,303
2031,80,Northern B&R,Wetland,54.61875,46,62
2031,81,Sonoran B&R,Agriculture,2693.5940625,2531,2773
2031,81,Sonoran B&R,Barren,5807,5807,5807
2031,81,Sonoran B&R,Developed,954.513125,905,1009
2031,81,Sonoran B&R,Forest,212.4746875,206,222
2031,81,Sonoran B&R,Grassland,278.65125,274,283
2031,81,Sonoran B&R,Shrubland,17203.7859375,17111,17376
2031,81,Sonoran B&R,Water,1048,1048,1048
2031,81,Sonoran B&R,Wetland,82.9809375,74,101
2032,1,Coast Range,Agriculture,264.515,252,285
2032,1,Coast Range,Barren,58,58,58
2032,1,Coast Range,Developed,777.9946875,736,821
2032,1,Coast Range,Forest,11192.6009375,11150,11229
2032,1,Coast Range,Grassland,766.3821875,751,779
2032,1,Coast Range,Shrubland,286.00625,281,291
2032,1,Coast Range,Water,3499,3499,3499
2032,1,Coast Range,Wetland,111.5009375,109,113
2032,4,Cascades,Agriculture,10.6828125,6,16
2032,4,Cascades,Barren,76,76,76
2032,4,Cascades,Developed,42.7059375,37,56
2032,4,Cascades,Forest,1285.13125,1274,1291
2032,4,Cascades,Grassland,9.6196875,8,11
2032,4,Cascades,Shrubland,42.8603125,42,44
2032,4,Cascades,SnowIce,6,6,6
2032,4,Cascades,Water,1,1,1
2032,4,Cascades,Wetland,3,3,3
2032,5,Sierra Nevada,Agriculture,138.6059375,124,170
2032,5,Sierra Nevada,Barren,3045,3045,3045
2032,5,Sierra Nevada,Developed,722.5571875,699,763
2032,5,Sierra Nevada,Forest,42956.790625,42916.975000000006,42986
2032,5,Sierra Nevada,Grassland,884.1990625,880,887
2032,5,Sierra Nevada,Shrubland,3107.4771875,3104,3110
2032,5,Sierra Nevada,SnowIce,10,10,10
2032,5,Sierra Nevada,Water,818,818,818
2032,5,Sierra Nevada,Wetland,161.37,161,162
2032,6,Oak Woodlands,Agriculture,6425.958125,5988,7207.025
2032,6,Oak Woodlands,Barren,1296,1296,1296
2032,6,Oak Woodlands,Developed,17805.7084375,17335.975,18309
2032,6,Oak Woodlands,Forest,35528.0415625,35186,35770
2032,6,Oak Woodlands,Grassland,27982.668125,27330.975,28425
2032,6,Oak Woodlands,Shrubland,10124.784375,9888,10318.025
2032,6,Oak Woodlands,Water,11315,11315,11315
2032,6,Oak Woodlands,Wetland,860.839375,813,898
2032,7,Central Valley,Agriculture,31434.290625,31026.95,32005
2032,7,Central Valley,Barren,305,305,305
2032,7,Central Valley,Developed,5259.4965625,5014,5530
2032,7,Central Valley,Forest,317.473125,293,344
2032,7,Central Valley,Grassland,7183.68875,6600,7614
2032,7,Central Valley,Shrubland,153.445625,136,176
2032,7,Central Valley,Water,431,431,431
2032,7,Central Valley,Wetland,1008.6053125,943,1075
2032,8,SoCal Mtns.,Agriculture,109.3953125,84,149
2032,8,SoCal Mtns.,Barren,148,148,148
2032,8,SoCal Mtns.,Developed,950.3403125,894,1012
2032,8,SoCal Mtns.,Forest,11678.5375,11637.975,11710
2032,8,SoCal Mtns.,Grassland,1763.069375,1736,1786
2032,8,SoCal Mtns.,Shrubland,3153.9471875,3118,3182
2032,8,SoCal Mtns.,Water,316,316,316
2032,8,SoCal Mtns.,Wetland,70.7103125,67,75
2032,9,East Cascades,Agriculture,1597.5746875,1552,1646
2032,9,East Cascades,Barren,169,169,169
2032,9,East Cascades,Developed,203.6025,199,212.0250000000001
2032,9,East Cascades,Forest,12180.616875,12158,12202
2032,9,East Cascades,Grassland,2818.376875,2784,2847
2032,9,East Cascades,Shrubland,2983.578125,2968,3e3
2032,9,East Cascades,Water,534,534,534
2032,9,East Cascades,Wetland,169.2509375,161,180
2032,13,Central B&R,Agriculture,212.6696875,181,250.0250000000001
2032,13,Central B&R,Barren,277,277,277
2032,13,Central B&R,Developed,124.6090625,123,128
2032,13,Central B&R,Forest,4664.0109375,4652,4673
2032,13,Central B&R,Grassland,511.0621875,498,522
2032,13,Central B&R,Shrubland,7027.1534375,7012.975,7041
2032,13,Central B&R,Water,226,226,226
2032,13,Central B&R,Wetland,78.4946875,78,80
2032,14,Mojave B&R,Agriculture,355.546875,282,432
2032,14,Mojave B&R,Barren,7493,7493,7493
2032,14,Mojave B&R,Developed,1613.66125,1500.9750000000001,1715
2032,14,Mojave B&R,Forest,4579.7221875,4561,4595
2032,14,Mojave B&R,Grassland,862.6746875,793,918
2032,14,Mojave B&R,Shrubland,61531.133125,61439,61633
2032,14,Mojave B&R,Water,40,40,40
2032,14,Mojave B&R,Wetland,43.261875,41,45.02500000000009
2032,78,Klamath Mtns.,Agriculture,531.26375,467.975,614
2032,78,Klamath Mtns.,Barren,67,67,67
2032,78,Klamath Mtns.,Developed,407.7725,400,427
2032,78,Klamath Mtns.,Forest,28847.365,28818,28870
2032,78,Klamath Mtns.,Grassland,1378.7096875,1334,1414
2032,78,Klamath Mtns.,Shrubland,1524.3778125,1510,1537
2032,78,Klamath Mtns.,SnowIce,12,12,12
2032,78,Klamath Mtns.,Water,124,124,124
2032,78,Klamath Mtns.,Wetland,38.51125,35,42
2032,80,Northern B&R,Agriculture,372.7071875,350,399
2032,80,Northern B&R,Barren,414,414,414
2032,80,Northern B&R,Developed,54.5428125,54,57
2032,80,Northern B&R,Forest,1700.7234375,1693,1709
2032,80,Northern B&R,Grassland,163.5034375,157,169
2032,80,Northern B&R,Shrubland,3341.994375,3328,3355
2032,80,Northern B&R,Water,303,303,303
2032,80,Northern B&R,Wetland,54.52875,46,62.02500000000009
2032,81,Sonoran B&R,Agriculture,2689.3765625,2519.975,2772
2032,81,Sonoran B&R,Barren,5807,5807,5807
2032,81,Sonoran B&R,Developed,963.788125,911,1023.0250000000001
2032,81,Sonoran B&R,Forest,212.329375,206,223
2032,81,Sonoran B&R,Grassland,278.35875,273,283
2032,81,Sonoran B&R,Shrubland,17199.1446875,17102,17380
2032,81,Sonoran B&R,Water,1048,1048,1048
2032,81,Sonoran B&R,Wetland,83.0025,74,102
2033,1,Coast Range,Agriculture,265.0521875,252,287
2033,1,Coast Range,Barren,58,58,58
2033,1,Coast Range,Developed,781.1396875,738,827
2033,1,Coast Range,Forest,11189.713125,11144,11228
2033,1,Coast Range,Grassland,765.7790625,750,778
2033,1,Coast Range,Shrubland,285.8446875,281,291
2033,1,Coast Range,Water,3499,3499,3499
2033,1,Coast Range,Wetland,111.47125,109,113
2033,4,Cascades,Agriculture,10.695625,6,16
2033,4,Cascades,Barren,76,76,76
2033,4,Cascades,Developed,42.8209375,37,57
2033,4,Cascades,Forest,1285.02,1274,1291
2033,4,Cascades,Grassland,9.6078125,8,11
2033,4,Cascades,Shrubland,42.855625,42,44
2033,4,Cascades,SnowIce,6,6,6
2033,4,Cascades,Water,1,1,1
2033,4,Cascades,Wetland,3,3,3
2033,5,Sierra Nevada,Agriculture,139.1540625,124,172
2033,5,Sierra Nevada,Barren,3045,3045,3045
2033,5,Sierra Nevada,Developed,724.0203125,699,767
2033,5,Sierra Nevada,Forest,42954.9753125,42913,42986
2033,5,Sierra Nevada,Grassland,884.10375,880,887
2033,5,Sierra Nevada,Shrubland,3107.3834375,3104,3110
2033,5,Sierra Nevada,SnowIce,10,10,10
2033,5,Sierra Nevada,Water,818,818,818
2033,5,Sierra Nevada,Wetland,161.363125,161,162
2033,6,Oak Woodlands,Agriculture,6440.701875,5983,7255.025
2033,6,Oak Woodlands,Barren,1296,1296,1296
2033,6,Oak Woodlands,Developed,17894.7953125,17396.975000000002,18424.025
2033,6,Oak Woodlands,Forest,35499.809375,35139.95,35757
2033,6,Oak Woodlands,Grassland,27934.7909375,27257,28402
2033,6,Oak Woodlands,Shrubland,10099.2478125,9851,10304
2033,6,Oak Woodlands,Water,11315,11315,11315
2033,6,Oak Woodlands,Wetland,858.6546875,811,896
2033,7,Central Valley,Agriculture,31395.578125,30976.925,31985
2033,7,Central Valley,Barren,305,305,305
2033,7,Central Valley,Developed,5301.960625,5043,5576
2033,7,Central Valley,Forest,317.42125,292.975,344
2033,7,Central Valley,Grassland,7178.0271875,6565.9749999999995,7627.025
2033,7,Central Valley,Shrubland,153.9696875,136,177
2033,7,Central Valley,Water,431,431,431
2033,7,Central Valley,Wetland,1010.043125,943,1078
2033,8,SoCal Mtns.,Agriculture,110.196875,83,151
2033,8,SoCal Mtns.,Barren,148,148,148
2033,8,SoCal Mtns.,Developed,958.419375,901,1025
2033,8,SoCal Mtns.,Forest,11674.95625,11632,11708
2033,8,SoCal Mtns.,Grassland,1760.5928125,1732,1785
2033,8,SoCal Mtns.,Shrubland,3151.1975,3113,3180
2033,8,SoCal Mtns.,Water,316,316,316
2033,8,SoCal Mtns.,Wetland,70.6371875,67,75
2033,9,East Cascades,Agriculture,1597.8909375,1551,1647
2033,9,East Cascades,Barren,169,169,169
2033,9,East Cascades,Developed,203.685,199,213
2033,9,East Cascades,Forest,12180.6909375,12158,12203
2033,9,East Cascades,Grassland,2818.0059375,2784,2847
2033,9,East Cascades,Shrubland,2983.319375,2967,2999
2033,9,East Cascades,Water,534,534,534
2033,9,East Cascades,Wetland,169.4078125,161,180
2033,13,Central B&R,Agriculture,213.656875,181,253
2033,13,Central B&R,Barren,277,277,277
2033,13,Central B&R,Developed,124.6528125,123,128
2033,13,Central B&R,Forest,4663.6903125,4651,4673
2033,13,Central B&R,Grassland,510.715625,498,522
2033,13,Central B&R,Shrubland,7026.8015625,7012,7041
2033,13,Central B&R,Water,226,226,226
2033,13,Central B&R,Wetland,78.4828125,78,80
2033,14,Mojave B&R,Agriculture,357.3353125,281.975,436
2033,14,Mojave B&R,Barren,7493,7493,7493
2033,14,Mojave B&R,Developed,1627.3846875,1513.975,1735
2033,14,Mojave B&R,Forest,4578.344375,4559,4594
2033,14,Mojave B&R,Grassland,860.4603125,788.9749999999999,916.0250000000001
2033,14,Mojave B&R,Shrubland,61519.2590625,61421,61623
2033,14,Mojave B&R,Water,40,40,40
2033,14,Mojave B&R,Wetland,43.21625,41,45
2033,78,Klamath Mtns.,Agriculture,532.8571875,466,618
2033,78,Klamath Mtns.,Barren,67,67,67
2033,78,Klamath Mtns.,Developed,408.0109375,400,428
2033,78,Klamath Mtns.,Forest,28846.76,28817,28870
2033,78,Klamath Mtns.,Grassland,1377.7934375,1332,1414
2033,78,Klamath Mtns.,Shrubland,1524.1009375,1509,1537
2033,78,Klamath Mtns.,SnowIce,12,12,12
2033,78,Klamath Mtns.,Water,124,124,124
2033,78,Klamath Mtns.,Wetland,38.4775,35,42
2033,80,Northern B&R,Agriculture,372.8628125,349,400
2033,80,Northern B&R,Barren,414,414,414
2033,80,Northern B&R,Developed,54.5496875,54,57
2033,80,Northern B&R,Forest,1700.7171875,1693,1709
2033,80,Northern B&R,Grassland,163.47125,157.97500000000002,169
2033,80,Northern B&R,Shrubland,3341.955,3328,3355
2033,80,Northern B&R,Water,303,303,303
2033,80,Northern B&R,Wetland,54.4440625,46,63
2033,81,Sonoran B&R,Agriculture,2685.3178125,2509,2771
2033,81,Sonoran B&R,Barren,5807,5807,5807
2033,81,Sonoran B&R,Developed,973.0775,916,1037.025
2033,81,Sonoran B&R,Forest,212.1671875,205,223
2033,81,Sonoran B&R,Grassland,278.064375,273,283
2033,81,Sonoran B&R,Shrubland,17194.3209375,17091,17384
2033,81,Sonoran B&R,Water,1048,1048,1048
2033,81,Sonoran B&R,Wetland,83.0521875,73,103
2034,1,Coast Range,Agriculture,265.5665625,252,288
2034,1,Coast Range,Barren,58,58,58
2034,1,Coast Range,Developed,783.9225,740,831.0250000000001
2034,1,Coast Range,Forest,11187.1271875,11140,11226
2034,1,Coast Range,Grassland,765.228125,749,778
2034,1,Coast Range,Shrubland,285.7084375,280,290
2034,1,Coast Range,Water,3499,3499,3499
2034,1,Coast Range,Wetland,111.4471875,109,113
2034,4,Cascades,Agriculture,10.7109375,6,17
2034,4,Cascades,Barren,76,76,76
2034,4,Cascades,Developed,42.95,37,57
2034,4,Cascades,Forest,1284.89125,1274,1291
2034,4,Cascades,Grassland,9.596875,8,11
2034,4,Cascades,Shrubland,42.8509375,42,44
2034,4,Cascades,SnowIce,6,6,6
2034,4,Cascades,Water,1,1,1
2034,4,Cascades,Wetland,3,3,3
2034,5,Sierra Nevada,Agriculture,139.5784375,124,174
2034,5,Sierra Nevada,Barren,3045,3045,3045
2034,5,Sierra Nevada,Developed,725.4865625,699,770
2034,5,Sierra Nevada,Forest,42953.2353125,42909,42985
2034,5,Sierra Nevada,Grassland,884.0346875,880,887
2034,5,Sierra Nevada,Shrubland,3107.30875,3104,3110
2034,5,Sierra Nevada,SnowIce,10,10,10
2034,5,Sierra Nevada,Water,818,818,818
2034,5,Sierra Nevada,Wetland,161.35625,161,162
2034,6,Oak Woodlands,Agriculture,6455.389375,5981,7307
2034,6,Oak Woodlands,Barren,1296,1296,1296
2034,6,Oak Woodlands,Developed,17979.9578125,17446.975000000002,18533
2034,6,Oak Woodlands,Forest,35472.339375,35096,35745
2034,6,Oak Woodlands,Grassland,27887.6496875,27182,28379
2034,6,Oak Woodlands,Shrubland,10076.0959375,9820,10289.025000000001
2034,6,Oak Woodlands,Water,11315,11315,11315
2034,6,Oak Woodlands,Wetland,856.5678125,808,895
2034,7,Central Valley,Agriculture,31356.511875,30917,31969
2034,7,Central Valley,Barren,305,305,305
2034,7,Central Valley,Developed,5344.5328125,5069,5636
2034,7,Central Valley,Forest,317.3734375,291,345
2034,7,Central Valley,Grassland,7172.8365625,6532,7640
2034,7,Central Valley,Shrubland,154.4625,136,178
2034,7,Central Valley,Water,431,431,431
2034,7,Central Valley,Wetland,1011.2828125,941.975,1081
2034,8,SoCal Mtns.,Agriculture,110.993125,83,154
2034,8,SoCal Mtns.,Barren,148,148,148
2034,8,SoCal Mtns.,Developed,966.473125,907,1037
2034,8,SoCal Mtns.,Forest,11671.4015625,11626,11706
2034,8,SoCal Mtns.,Grassland,1758.1425,1728,1783
2034,8,SoCal Mtns.,Shrubland,3148.4278125,3108,3178
2034,8,SoCal Mtns.,Water,316,316,316
2034,8,SoCal Mtns.,Wetland,70.561875,67,75
2034,9,East Cascades,Agriculture,1598.355625,1552,1649
2034,9,East Cascades,Barren,169,169,169
2034,9,East Cascades,Developed,203.763125,199,213
2034,9,East Cascades,Forest,12180.6603125,12157,12203
2034,9,East Cascades,Grassland,2817.5359375,2784,2846
2034,9,East Cascades,Shrubland,2983.105625,2966,3e3
2034,9,East Cascades,Water,534,534,534
2034,9,East Cascades,Wetland,169.579375,161,181
2034,13,Central B&R,Agriculture,214.36625,182,254
2034,13,Central B&R,Barren,277,277,277
2034,13,Central B&R,Developed,124.69,123,128
2034,13,Central B&R,Forest,4663.48,4651,4673
2034,13,Central B&R,Grassland,510.468125,498,522
2034,13,Central B&R,Shrubland,7026.5196875,7012,7041
2034,13,Central B&R,Water,226,226,226
2034,13,Central B&R,Wetland,78.4759375,78,80
2034,14,Mojave B&R,Agriculture,359.058125,281,441
2034,14,Mojave B&R,Barren,7493,7493,7493
2034,14,Mojave B&R,Developed,1641.0453125,1524,1756
2034,14,Mojave B&R,Forest,4576.991875,4557,4593
2034,14,Mojave B&R,Grassland,858.3334375,784,915
2034,14,Mojave B&R,Shrubland,61507.410625,61404,61614
2034,14,Mojave B&R,Water,40,40,40
2034,14,Mojave B&R,Wetland,43.160625,41,45
2034,78,Klamath Mtns.,Agriculture,534.38875,466,624.0250000000001
2034,78,Klamath Mtns.,Barren,67,67,67
2034,78,Klamath Mtns.,Developed,408.245,400,429
2034,78,Klamath Mtns.,Forest,28846.14375,28814,28870
2034,78,Klamath Mtns.,Grassland,1376.9565625,1329,1414
2034,78,Klamath Mtns.,Shrubland,1523.8203125,1508,1537
2034,78,Klamath Mtns.,SnowIce,12,12,12
2034,78,Klamath Mtns.,Water,124,124,124
2034,78,Klamath Mtns.,Wetland,38.445625,35,42
2034,80,Northern B&R,Agriculture,373.110625,349,401
2034,80,Northern B&R,Barren,414,414,414
2034,80,Northern B&R,Developed,54.56125,54,57
2034,80,Northern B&R,Forest,1700.698125,1693,1709
2034,80,Northern B&R,Grassland,163.42125,157,169
2034,80,Northern B&R,Shrubland,3341.8696875,3327.975,3355
2034,80,Northern B&R,Water,303,303,303
2034,80,Northern B&R,Wetland,54.3390625,46,63
2034,81,Sonoran B&R,Agriculture,2681.649375,2500.975,2770
2034,81,Sonoran B&R,Barren,5807,5807,5807
2034,81,Sonoran B&R,Developed,982.1003125,921,1051.025
2034,81,Sonoran B&R,Forest,211.985625,205,223.0250000000001
2034,81,Sonoran B&R,Grassland,277.750625,272,282
2034,81,Sonoran B&R,Shrubland,17189.421875,17081,17388
2034,81,Sonoran B&R,Water,1048,1048,1048
2034,81,Sonoran B&R,Wetland,83.0921875,73,103.02500000000009
2035,1,Coast Range,Agriculture,266.0853125,252,290
2035,1,Coast Range,Barren,58,58,58
2035,1,Coast Range,Developed,786.5746875,742,835
2035,1,Coast Range,Forest,11184.6509375,11136,11224
2035,1,Coast Range,Grassland,764.680625,748,778
2035,1,Coast Range,Shrubland,285.5771875,280,290
2035,1,Coast Range,Water,3499,3499,3499
2035,1,Coast Range,Wetland,111.43125,109,113
2035,4,Cascades,Agriculture,10.72875,5,17
2035,4,Cascades,Barren,76,76,76
2035,4,Cascades,Developed,43.069375,37,58
2035,4,Cascades,Forest,1284.771875,1273,1291
2035,4,Cascades,Grassland,9.5878125,8,11
2035,4,Cascades,Shrubland,42.8421875,42,44
2035,4,Cascades,SnowIce,6,6,6
2035,4,Cascades,Water,1,1,1
2035,4,Cascades,Wetland,3,3,3
2035,5,Sierra Nevada,Agriculture,139.99125,124,175.0250000000001
2035,5,Sierra Nevada,Barren,3045,3045,3045
2035,5,Sierra Nevada,Developed,726.961875,700,774
2035,5,Sierra Nevada,Forest,42951.5,42907,42985
2035,5,Sierra Nevada,Grassland,883.9625,880,887
2035,5,Sierra Nevada,Shrubland,3107.2359375,3103,3110
2035,5,Sierra Nevada,SnowIce,10,10,10
2035,5,Sierra Nevada,Water,818,818,818
2035,5,Sierra Nevada,Wetland,161.3484375,161,162
2035,6,Oak Woodlands,Agriculture,6471.269375,5982,7354.025
2035,6,Oak Woodlands,Barren,1296,1296,1296
2035,6,Oak Woodlands,Developed,18060.5384375,17496,18636
2035,6,Oak Woodlands,Forest,35445.6590625,35052,35734
2035,6,Oak Woodlands,Grassland,27841.6475,27106,28358.024999999998
2035,6,Oak Woodlands,Shrubland,10054.4334375,9788,10279.025
2035,6,Oak Woodlands,Water,11315,11315,11315
2035,6,Oak Woodlands,Wetland,854.4521875,805,893
2035,7,Central Valley,Agriculture,31317.999375,30860,31951
2035,7,Central Valley,Barren,305,305,305
2035,7,Central Valley,Developed,5387.3159375,5097,5692.025
2035,7,Central Valley,Forest,317.2971875,290,346
2035,7,Central Valley,Grassland,7166.9390625,6503.9749999999995,7653
2035,7,Central Valley,Shrubland,154.938125,136,180
2035,7,Central Valley,Water,431,431,431
2035,7,Central Valley,Wetland,1012.5103125,941,1085
2035,8,SoCal Mtns.,Agriculture,111.871875,83,157
2035,8,SoCal Mtns.,Barren,148,148,148
2035,8,SoCal Mtns.,Developed,974.5603125,912,1049
2035,8,SoCal Mtns.,Forest,11667.8690625,11621,11704
2035,8,SoCal Mtns.,Grassland,1755.605625,1724,1782
2035,8,SoCal Mtns.,Shrubland,3145.59125,3104,3176.025
2035,8,SoCal Mtns.,Water,316,316,316
2035,8,SoCal Mtns.,Wetland,70.501875,67,75
2035,9,East Cascades,Agriculture,1598.790625,1550,1651
2035,9,East Cascades,Barren,169,169,169
2035,9,East Cascades,Developed,203.845,199,213
2035,9,East Cascades,Forest,12180.6696875,12157,12203
2035,9,East Cascades,Grassland,2817.0946875,2783,2846
2035,9,East Cascades,Shrubland,2982.8971875,2966,3e3
2035,9,East Cascades,Water,534,534,534
2035,9,East Cascades,Wetland,169.7028125,161,181
2035,13,Central B&R,Agriculture,215.0009375,182,254
2035,13,Central B&R,Barren,277,277,277
2035,13,Central B&R,Developed,124.746875,123,128
2035,13,Central B&R,Forest,4663.2678125,4651,4673
2035,13,Central B&R,Grassland,510.249375,498,522
2035,13,Central B&R,Shrubland,7026.266875,7012,7041
2035,13,Central B&R,Water,226,226,226
2035,13,Central B&R,Wetland,78.468125,78,80
2035,14,Mojave B&R,Agriculture,361.0175,282,445.0250000000001
2035,14,Mojave B&R,Barren,7493,7493,7493
2035,14,Mojave B&R,Developed,1654.6559375,1534,1776
2035,14,Mojave B&R,Forest,4575.6525,4555,4592
2035,14,Mojave B&R,Grassland,856.0303125,779.9749999999999,914
2035,14,Mojave B&R,Shrubland,61495.538125,61385,61605
2035,14,Mojave B&R,Water,40,40,40
2035,14,Mojave B&R,Wetland,43.105625,41,45
2035,78,Klamath Mtns.,Agriculture,536.0403125,466,629.0250000000001
2035,78,Klamath Mtns.,Barren,67,67,67
2035,78,Klamath Mtns.,Developed,408.4803125,400,430
2035,78,Klamath Mtns.,Forest,28845.505,28812,28870
